"DESCRİPTİON","DURATİON İN MS","NAME","PARENT SUİTE","START TİME","STATUS","STOP TİME","SUB SUİTE","SUİTE","TEST CLASS","TEST METHOD"
"","10294","Scenario Heading","","2025-11-13","failed","2025-11-13","","Specification Heading","Specification Heading",""
